IR0_meas,IR1_meas,IR2_meas,IR3_meas,IR0_cam,IR1_cam,IR2_cam,IR3_cam
952,195,332,687,2.2,23.21,15.21,6.2
952,195,332,687,1.2,23.21,16.2,6.2
952,195,332,687,1.2,23.2,16.2,6.2
952,195,332,687,1.2,23.2,16.2,6.2
954,203,361,927,1.2,23.21,16.2,6.2
954,203,361,927,1.2,23.21,16.2,6.2
954,203,361,927,1.2,23.21,16.2,6.2
954,203,361,927,1.2,23.21,16.2,6.2
954,203,361,927,2.21,23.23,15.22,6.21
954,203,361,927,1.21,23.22,16.22,6.21
954,203,361,927,2.21,23.23,15.22,6.21
954,203,362,930,2.2,23.2,15.2,6.2
954,203,362,930,2.21,23.23,15.22,6.21
954,203,362,930,2.21,23.23,15.22,6.21
955,204,363,931,1.2,23.2,16.2,6.2
955,204,363,931,1.2,23.21,16.21,6.2
956,210,354,835,1.21,22.23,16.23,7.21
957,210,354,836,1.21,22.23,16.23,7.21
957,210,355,837,1.21,22.23,16.23,7.21
957,210,354,836,1.21,22.23,16.23,7.21
956,210,354,836,1.24,23.38,16.33,6.27
956,210,354,836,1.74,27.9,17.83,5.01
956,210,354,836,2.87,28.89,8.03,4.83
956,210,354,836,3.22,26.87,7.27,4.25
956,210,354,836,3.28,26.53,7.14,4.15
656,206,913,942,3.22,26.86,7.26,4.25
656,206,912,943,3.14,27.26,7.41,4.36
656,206,912,942,3.22,26.86,7.26,4.25
655,206,913,943,3.07,27.65,7.56,4.47
655,206,913,943,4.64,25,8.61,5.63
655,206,913,943,4.46,25.73,10.47,5.89
462,216,556,863,4.46,25.73,10.47,5.89
461,216,555,862,4.22,26.9,11.05,6.3
461,216,555,862,4.22,26.9,11.05,6.3
461,216,555,862,4.38,26.1,10.65,6.02
461,216,555,862,3.91,28.79,12,6.96
461,216,555,862,2.45,27.31,15.92,3.49
461,216,555,862,2.39,27.06,15.75,3.42
461,216,555,862,2.36,27.95,15.67,2.36
461,216,555,862,2.36,27.95,15.67,2.36
951,180,365,950,2.32,27.74,15.54,2.32
951,179,364,950,2.34,27.82,15.59,2.34
951,180,364,950,2.29,26.62,15.47,3.31
951,180,365,950,2.32,27.74,15.54,2.32
951,180,365,950,2.34,27.86,15.61,2.34
951,180,365,950,2.34,27.82,15.59,2.34
951,180,365,950,2.39,28.09,15.75,2.39
951,180,365,950,2.36,27.95,15.67,2.36
950,178,362,952,2.34,27.86,15.61,2.34
950,178,362,952,2.36,27.95,15.67,2.36
950,178,362,952,2.34,27.86,15.61,2.34
950,178,362,952,2.34,27.82,15.59,2.34
950,178,362,952,2.36,27.95,15.67,2.36
950,178,362,952,2.39,28.09,15.75,2.39
950,177,363,956,2.35,27.91,15.64,2.35
950,177,363,956,2.29,27.63,15.47,2.29
950,177,363,956,2.34,27.82,15.59,2.34
950,177,363,956,2.34,27.82,15.59,2.34
951,177,363,956,2.39,29.11,15.75,1.37
950,177,363,956,2.42,29.22,15.82,1.39
950,177,363,956,2.39,29.07,15.73,1.36
950,177,363,956,2.42,29.22,15.82,1.39
950,176,377,961,2.48,29.52,16,1.44
950,176,377,961,2.45,29.39,15.92,1.42
950,176,378,961,2.46,29.42,15.94,1.42
950,176,377,961,2.42,29.22,15.82,1.39
950,176,377,961,2.39,29.11,15.75,1.37
950,176,377,961,2.36,28.97,15.67,1.34
950,176,377,961,2.36,28.97,15.67,1.34
950,176,374,961,2.39,29.11,15.75,1.37
950,177,375,962,2.45,29.39,15.92,1.42
950,176,375,961,2.44,29.35,15.9,1.41
950,177,375,962,2.39,29.07,15.73,1.36
950,176,375,961,2.42,29.22,15.82,1.39
950,176,375,961,2.42,29.22,15.82,1.39
950,176,375,961,2.36,28.97,15.67,1.34
950,176,375,961,2.44,29.35,15.9,1.41
950,177,375,961,2.41,29.18,15.8,1.38
950,177,375,961,2.39,29.11,15.75,1.37
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.41,29.18,15.8,1.38
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.39,29.11,15.75,1.37
950,176,375,961,2.43,29.26,15.85,1.39
950,176,375,961,2.43,29.26,15.85,1.39
950,177,375,961,2.42,29.22,15.82,1.39
950,176,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.39,29.07,15.73,1.36
950,177,374,961,28.43,15.34,1.24,2.25
950,177,375,961,2.45,29.39,15.92,1.42
950,176,375,961,2.42,29.22,15.82,1.39
950,176,375,961,2.48,29.52,16,1.44
950,177,375,961,2.39,29.11,15.75,1.37
950,177,375,961,2.37,29.01,15.69,1.35
950,177,375,961,2.45,29.39,15.92,1.42
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.42,29.22,15.82,1.39
950,176,374,961,2.44,29.35,15.9,1.41
950,176,374,961,2.36,28.97,15.67,1.34
950,176,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.35,28.93,15.64,1.33
950,177,375,961,2.43,29.26,15.85,1.39
950,177,375,961,2.39,29.07,15.73,1.36
950,177,375,961,2.36,28.97,15.67,1.34
950,176,375,961,2.44,29.35,15.9,1.41
950,176,375,961,2.39,29.11,15.75,1.37
950,176,375,961,2.39,29.11,15.75,1.37
950,176,375,961,2.42,29.22,15.82,1.39
950,176,375,961,2.42,29.22,15.82,1.39
950,176,376,961,2.42,29.22,15.82,1.39
950,176,376,961,2.45,29.39,15.92,1.42
950,177,376,961,2.45,29.39,15.92,1.42
950,177,376,961,2.45,29.39,15.92,1.42
950,177,376,961,2.48,29.52,16,1.44
950,177,376,961,2.42,29.22,15.82,1.39
950,177,376,961,2.44,29.35,15.9,1.41
950,177,376,961,2.39,29.11,15.75,1.37
950,177,376,961,2.44,29.35,15.9,1.41
950,176,376,961,2.41,29.18,15.8,1.38
950,177,376,961,2.42,29.22,15.82,1.39
950,177,376,961,2.52,29.7,15.77,1.47
950,177,376,961,2.43,29.26,15.85,1.39
950,177,376,961,2.39,29.11,15.75,1.37
950,176,376,961,2.42,29.22,15.82,1.39
950,177,376,961,2.39,29.07,15.73,1.36
950,177,376,961,2.45,29.39,15.92,1.42
950,177,376,961,2.44,29.35,15.9,1.41
950,177,376,961,2.42,29.22,15.82,1.39
950,177,376,961,2.39,29.07,15.73,1.36
950,177,376,961,2.39,29.11,15.75,1.37
950,177,375,961,2.48,29.52,16,1.44
950,176,375,961,2.45,29.39,15.92,1.42
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.36,28.97,15.67,1.34
950,177,375,961,2.45,28.35,15.92,2.45
950,177,375,961,2.43,28.23,15.85,2.43
950,179,358,949,2.34,26.84,15.61,3.37
950,179,359,949,2.48,28.48,16,2.48
950,179,359,949,2.45,28.35,15.92,2.45
950,179,359,949,2.34,26.8,15.59,3.36
950,179,359,949,2.43,28.23,15.85,2.43
950,179,359,949,2.42,29.22,15.82,1.39
950,179,359,949,2.42,29.22,15.82,1.39
950,179,359,949,28.42,15.33,1.24,2.25
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.45,29.39,15.92,1.42
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.42,29.22,15.82,1.39
950,177,379,961,2.42,29.22,15.82,1.39
950,177,379,961,2.45,29.39,15.92,1.42
950,177,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.39,29.11,15.75,1.37
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.46,29.42,15.94,1.42
950,177,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.48,29.52,16,1.44
950,176,379,961,2.45,29.39,15.92,1.42
950,176,379,961,2.42,29.22,15.82,1.39
950,177,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.42,29.22,15.82,1.39
950,176,379,961,2.45,29.39,15.92,1.42
950,176,379,961,2.39,28.09,15.75,2.39
950,176,379,961,2.41,27.13,15.8,3.44
950,176,379,961,2.45,27.31,15.92,3.49
950,176,379,961,2.42,26.13,15.82,4.48
950,182,359,942,2.39,26.03,15.75,4.45
950,182,359,942,2.34,25.78,15.59,4.37
950,183,359,942,2.43,26.17,15.85,4.49
950,182,359,942,2.36,25.9,15.67,4.41
950,182,359,942,2.39,25,15.75,5.48
950,182,359,942,2.36,24.88,15.67,5.43
950,182,359,942,2.36,23.85,15.67,6.46
950,194,347,804,2.34,23.74,15.59,6.41
950,194,347,804,2.35,23.82,15.64,6.44
950,194,347,803,2.34,23.78,15.61,6.43
950,194,347,804,2.32,23.67,15.54,6.39
951,194,347,804,2.36,24.88,15.67,5.43
951,187,359,936,2.32,24.69,15.54,5.37
951,187,358,936,2.42,25.1,15.82,5.51
951,187,359,937,2.39,25,15.75,5.48
951,187,359,936,2.3,24.63,15.49,5.35
951,187,358,936,2.32,25.71,15.54,4.35
951,187,358,936,2.31,25.67,15.51,4.34
951,187,358,936,2.32,26.72,15.54,3.34
950,181,369,948,2.32,26.72,15.54,3.34
950,180,369,948,2.34,26.84,15.61,3.37
950,181,369,948,2.34,26.84,15.61,3.37
950,180,369,948,2.68,29.4,15.05,2.68
950,180,369,948,2.88,30.32,12.19,2.88
950,180,369,948,2.88,30.31,12.22,2.88
950,180,369,948,2.88,30.32,12.19,2.88
942,174,545,950,2.83,30.08,12.8,2.83
942,174,545,951,2.88,30.32,12.19,2.88
942,175,545,951,2.78,29.84,13.49,2.78
942,175,545,951,2.88,30.32,12.19,2.88
942,175,545,951,2.95,30.63,11.51,2.95
942,175,545,951,2.94,30.6,11.57,2.94
942,175,545,951,2.94,30.57,11.63,2.94
942,175,545,951,2.95,30.63,11.51,2.95
942,175,545,951,3.01,30.9,10.99,3.01
942,175,545,951,2.94,30.57,11.63,2.94
942,174,545,951,2.78,29.84,13.49,2.78
942,175,545,951,3,30.86,11.07,3
942,175,545,951,3,30.86,11.07,3
942,175,545,951,2.94,30.57,11.63,2.94
942,175,545,951,3,30.86,11.07,3
942,175,545,951,2.94,30.6,11.57,2.94
942,174,546,951,3.01,30.9,10.99,3.01
942,174,546,951,2.88,30.32,12.19,2.88
942,174,546,951,2.83,30.07,12.83,2.83
942,175,546,951,2.94,30.57,11.63,2.94
942,175,546,951,2.83,30.07,12.83,2.83
942,175,546,951,3.06,31.13,10.6,3.06
942,175,546,951,2.94,30.6,11.57,2.94
942,175,547,951,2.83,30.08,12.8,2.83
942,175,548,951,3.08,31.22,10.44,3.08
942,175,548,951,2.88,30.32,12.19,2.88
942,175,548,951,2.88,30.32,12.19,2.88
942,175,548,951,2.88,30.32,12.19,2.88
942,175,548,951,2.88,30.32,12.19,2.88
942,175,548,951,3,30.86,11.07,3
942,175,548,951,2.94,30.6,11.57,2.94
942,174,548,951,2.94,30.6,11.57,2.94
942,175,549,951,2.94,30.57,11.63,2.94
942,174,549,951,2.83,30.08,12.8,2.83
942,175,549,951,3,30.86,11.07,3
942,175,549,951,2.83,30.08,12.8,2.83
943,175,549,950,2.94,30.6,11.57,2.94
942,175,549,951,2.88,30.32,12.19,2.88
942,174,548,950,2.48,29.52,16,1.44
942,174,548,950,2.49,29.56,16.02,1.45
942,174,548,950,2.42,29.22,15.82,1.39
950,176,376,961,2.42,29.22,15.82,1.39
950,177,376,961,2.41,29.18,15.8,1.38
950,177,376,961,2.39,29.07,15.73,1.36
950,177,376,961,2.43,29.26,15.85,1.39
950,177,376,961,2.48,29.52,16,1.44
950,177,376,961,2.49,29.56,16.02,1.45
950,177,376,961,2.39,29.11,15.75,1.37
950,177,376,961,2.39,29.11,15.75,1.37
950,176,376,961,2.42,28.19,15.82,2.42
950,176,376,961,2.39,28.05,15.73,2.39
950,176,376,961,2.44,27.28,15.9,3.48
950,176,376,961,2.42,26.13,15.82,4.48
950,183,357,941,2.39,25.99,15.73,4.44
950,183,357,941,2.42,26.13,15.82,4.48
950,183,357,941,2.39,26.03,15.75,4.45
950,183,357,941,2.42,26.13,15.82,4.48
950,183,357,941,2.39,27.02,15.73,3.41
950,177,361,953,2.39,28.05,15.73,2.39
950,177,361,953,2.42,28.19,15.82,2.42
950,177,361,953,2.41,28.16,15.8,2.41
950,177,361,953,2.48,28.48,16,2.48
950,177,362,953,2.52,28.65,16.11,2.52
950,177,362,953,2.68,29.38,15.11,2.68
950,177,362,953,2.59,28.98,16.31,2.59
950,177,362,953,2.52,28.65,16.11,2.52
948,176,446,955,2.73,30.69,11.52,1.65
947,176,446,955,2.59,28.98,16.31,2.59
947,176,446,955,2.63,30.24,13.03,1.57
947,176,446,955,2.63,29.18,16,2.63
947,176,446,955,2.59,28.98,16.31,2.59
947,176,446,955,2.63,29.18,16,2.63
947,176,446,955,2.52,28.65,16.11,2.52
947,176,446,955,2.55,28.81,16.2,2.55
947,176,446,955,2.68,30.46,12.22,1.61
947,176,446,955,2.63,29.18,16,2.63
947,176,446,955,2.44,29.35,15.9,1.41
947,176,446,955,2.44,29.35,15.9,1.41
947,176,446,955,2.36,28.97,15.67,1.34
950,176,378,961,2.41,29.18,15.8,1.38
950,177,379,961,2.52,29.7,15.77,1.47
950,177,379,961,2.39,29.11,15.75,1.37
950,177,379,961,2.42,29.22,15.82,1.39
950,177,379,961,2.42,29.22,15.82,1.39
950,177,379,961,2.45,29.39,15.92,1.42
950,177,379,961,2.45,29.39,15.92,1.42
950,177,379,961,2.38,29.03,15.7,1.35
950,177,379,961,2.42,28.19,15.82,2.42
950,177,379,961,2.39,28.09,15.75,2.39
950,177,379,961,2.41,27.13,15.8,3.44
950,179,355,948,2.36,26.92,15.67,3.39
950,179,355,949,2.36,26.92,15.67,3.39
950,179,355,949,2.39,27.02,15.73,3.41
950,179,355,949,2.34,27.82,15.59,2.34
950,179,355,949,2.36,27.95,15.67,2.36
950,179,355,949,2.39,28.09,15.75,2.39
950,179,355,949,2.39,28.05,15.73,2.39
950,179,355,949,2.34,27.82,15.59,2.34
950,177,365,957,2.29,27.63,15.47,2.29
950,177,364,957,2.34,27.86,15.61,2.34
950,177,365,957,2.34,27.82,15.59,2.34
950,177,365,957,2.43,29.26,15.85,1.39
950,177,365,957,2.42,29.22,15.82,1.39
950,177,365,957,2.45,29.39,15.92,1.42
949,177,373,961,2.39,29.11,15.75,1.37
950,176,374,962,2.48,29.52,16,1.44
950,176,374,961,2.39,29.07,15.73,1.36
950,176,373,961,2.42,29.22,15.82,1.39
950,176,373,962,2.42,29.22,15.82,1.39
950,176,373,962,2.48,29.52,16,1.44
950,176,373,962,2.42,29.22,15.82,1.39
950,176,373,962,2.41,29.18,15.8,1.38
950,176,373,962,2.45,29.39,15.92,1.42
950,177,374,962,2.39,29.11,15.75,1.37
950,176,374,961,2.39,29.07,15.73,1.36
950,176,373,962,2.45,29.39,15.92,1.42
950,176,374,962,2.42,29.22,15.82,1.39
950,176,374,962,2.42,29.22,15.82,1.39
950,176,374,962,2.42,29.22,15.82,1.39
950,176,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.42,29.22,15.82,1.39
950,177,375,961,2.39,29.07,15.73,1.36
950,176,375,961,2.42,28.19,15.82,2.42
950,176,375,961,2.45,28.35,15.92,2.45
950,176,375,961,2.39,27.06,15.75,3.42
950,176,375,961,2.34,25.78,15.59,4.37
950,182,360,942,2.36,25.9,15.67,4.41
950,183,360,942,2.35,25.86,15.64,4.4
950,183,360,942,2.39,25.99,15.73,4.44
950,182,360,942,2.36,25.9,15.67,4.41
950,182,360,942,2.39,27.02,15.73,3.41
950,177,362,954,2.45,28.35,15.92,2.45
950,177,362,954,2.35,27.91,15.64,2.35
950,177,362,954,2.34,27.82,15.59,2.34
950,177,363,954,2.42,28.19,15.82,2.42
950,177,362,954,2.45,28.35,15.92,2.45
950,177,362,954,2.42,29.22,15.82,1.39
950,177,362,954,2.42,29.22,15.82,1.39
950,177,362,954,2.36,28.97,15.67,1.34
950,177,362,954,2.36,28.97,15.67,1.34
950,177,376,961,2.45,29.39,15.92,1.42
950,176,376,962,2.45,29.39,15.92,1.42
950,176,376,961,2.42,29.22,15.82,1.39
950,176,376,961,2.42,29.22,15.82,1.39
950,176,376,961,2.42,29.22,15.82,1.39
950,176,376,961,2.44,29.35,15.9,1.41
950,176,376,961,2.42,29.22,15.82,1.39
950,176,374,961,2.39,29.07,15.73,1.36
950,177,374,961,2.39,29.11,15.75,1.37
950,176,375,962,2.39,29.07,15.73,1.36
950,176,374,961,2.42,29.22,15.82,1.39
950,176,374,961,2.39,29.11,15.75,1.37
950,176,374,961,2.42,29.22,15.82,1.39
950,176,374,961,2.48,29.52,16,1.44
950,176,374,961,2.39,29.07,15.73,1.36
950,176,374,961,2.42,29.22,15.82,1.39
950,176,374,961,2.34,28.84,15.59,1.32
950,176,374,961,2.42,29.22,15.82,1.39
950,176,374,961,2.41,29.18,15.8,1.38
950,176,374,961,2.38,29.03,15.7,1.35
950,176,374,961,2.39,29.07,15.73,1.36
950,176,374,961,2.48,29.52,16,1.44
950,176,374,961,2.45,29.39,15.92,1.42
950,176,374,961,2.39,29.07,15.73,1.36
950,176,375,961,2.45,29.39,15.92,1.42
950,176,375,961,2.39,29.07,15.73,1.36
949,177,375,961,2.42,28.19,15.82,2.42
949,177,375,961,2.48,28.48,16,2.48
949,177,375,961,2.45,27.31,15.92,3.49
950,183,359,940,2.45,26.28,15.92,4.52
950,183,359,940,2.39,25.99,15.73,4.44
950,183,359,940,2.39,25.99,15.73,4.44
950,183,359,940,2.36,25.9,15.67,4.41
950,183,359,940,2.41,26.1,15.8,4.47
950,183,359,940,2.35,26.88,15.64,3.38
950,178,360,952,2.45,28.35,15.92,2.45
950,178,361,953,2.45,28.35,15.92,2.45
950,177,360,952,2.36,27.95,15.67,2.36
950,177,360,952,2.39,28.09,15.75,2.39
950,177,360,952,2.63,29.18,16,2.63
950,177,360,952,2.59,29,16.33,2.59
950,177,360,952,2.59,29,16.33,2.59
950,177,360,952,2.63,29.18,16,2.63
947,176,451,954,2.68,30.46,12.22,1.61
947,176,451,954,2.68,30.46,12.22,1.61
947,176,451,954,2.63,29.18,16,2.63
947,176,451,954,2.68,30.46,12.22,1.61
947,176,451,955,2.63,29.18,16,2.63
947,176,451,955,2.59,27.94,16.33,3.65
946,180,364,944,2.64,28.14,16.45,3.7
946,180,364,944,2.63,28.12,16.44,3.7
946,180,364,945,2.63,28.12,16.44,3.7
946,180,364,944,2.56,27.79,16.22,3.61
946,180,364,944,2.55,26.71,16.2,4.65
944,184,347,933,2.56,26.73,16.22,4.66
944,184,346,932,2.55,26.71,16.2,4.65
944,184,346,932,2.68,27.26,16.57,4.82
944,184,346,932,2.64,27.08,16.45,4.76
944,184,346,932,2.31,26.68,15.51,3.32
944,184,346,932,2.2,27.2,15.2,2.2
944,184,346,932,2.22,27.28,15.25,2.22
944,184,346,932,2.23,27.34,15.29,2.23
944,184,346,932,2.22,27.3,15.26,2.22
950,186,406,958,2.21,27.23,15.22,2.21
950,186,406,958,2.21,27.23,15.22,2.21
950,186,405,958,27.38,15.31,2.24,2.24
950,186,405,958,2.22,27.3,15.26,2.22
950,185,406,958,2.21,27.24,15.22,2.21
950,185,406,958,2.21,27.26,15.24,2.21
950,185,406,958,2.21,27.26,15.24,2.21
950,186,406,958,2.21,27.24,15.22,2.21
950,185,405,958,2.22,27.28,15.25,2.22
950,185,405,958,2.22,27.28,15.25,2.22
950,185,406,958,2.21,27.25,15.23,2.21
950,186,406,958,2.21,27.25,15.23,2.21
950,185,406,958,2.21,27.26,15.24,2.21
949,185,405,958,2.2,27.21,15.21,2.2
950,185,405,957,2.2,27.21,15.21,2.2
950,185,405,957,2.25,28.44,15.35,1.24
950,185,405,957,2.59,30.06,13.83,1.54
950,185,405,957,2.64,30.26,12.95,1.58
950,185,405,957,2.55,29.86,14.84,1.5
941,177,453,958,2.59,30.06,13.83,1.54
941,177,453,958,2.68,30.46,12.22,1.61
941,177,453,958,2.55,29.86,14.84,1.5
941,177,453,958,2.52,29.7,15.77,1.47
941,177,453,958,2.59,30.06,13.83,1.54
941,177,453,958,2.56,29.89,14.67,1.51
941,177,453,958,2.56,29.89,14.67,1.51
941,177,453,958,2.64,30.26,12.95,1.58
942,177,429,958,2.63,30.24,13.03,1.57
942,177,429,959,2.52,29.7,15.77,1.47
942,177,429,959,2.52,29.7,15.77,1.47
942,177,430,958,2.55,29.86,14.84,1.5
942,177,430,959,2.52,29.7,15.77,1.47
942,177,430,958,2.59,30.06,13.83,1.54
943,177,429,959,2.52,29.7,15.77,1.47
942,177,430,959,2.59,30.06,13.83,1.54
942,177,430,959,2.56,29.89,14.67,1.51
942,177,430,959,2.59,30.06,13.83,1.54
943,177,430,959,2.59,30.06,13.83,1.54
942,177,429,959,2.59,30.06,13.83,1.54
943,177,430,959,2.52,29.7,15.77,1.47
943,177,430,959,2.51,29.67,15.99,1.47
942,177,430,959,2.52,29.7,15.77,1.47
942,177,429,958,2.51,29.67,15.99,1.47
942,178,430,959,2.59,30.03,13.94,1.53
943,178,430,959,2.52,29.7,15.77,1.47
943,178,430,959,2.59,30.03,13.94,1.53
942,177,430,959,2.55,29.83,14.99,1.5
942,177,430,959,2.48,29.52,16,1.44
943,177,429,958,2.52,29.7,15.77,1.47
942,178,430,959,2.59,30.06,13.83,1.54
943,177,430,959,2.59,30.06,13.83,1.54
943,177,430,959,2.56,29.89,14.67,1.51
943,177,430,959,2.63,30.24,13.03,1.57
942,177,430,959,2.59,30.03,13.94,1.53
942,177,429,959,2.55,29.86,14.84,1.5
942,177,430,959,2.48,29.52,16,1.44
943,177,429,959,2.55,29.86,14.84,1.5
942,177,430,959,2.59,30.06,13.83,1.54
943,177,430,959,2.42,28.19,15.82,2.42
943,177,430,959,2.45,27.31,15.92,3.49
943,177,430,959,2.41,27.13,15.8,3.44
943,177,430,959,2.44,26.24,15.9,4.51
942,183,372,941,3.42,26.03,14.73,4.45
942,183,372,941,3.42,26.03,14.73,4.45
942,183,372,941,2.42,26.13,15.82,4.48
942,183,372,941,3.07,30.05,12.71,4.19
942,183,372,941,4.22,26.9,6.3,4.22
942,183,372,941,3.86,29.17,7.09,3.86
942,183,372,941,3.99,28.25,6.77,3.99
576,202,921,942,4.07,27.74,6.59,4.07
576,201,921,943,4.07,27.74,6.59,4.07
576,202,920,942,4.3,26.48,6.15,4.3
576,202,920,942,4.14,27.37,6.46,4.14
577,202,921,943,4.22,26.9,6.3,4.22
576,202,920,942,4.07,27.74,6.59,4.07
576,202,921,942,3.99,28.25,6.77,3.99
576,202,921,943,3.91,28.79,6.96,3.91
576,202,921,943,4.07,27.74,6.59,4.07
576,202,921,943,5.18,26.96,8.57,5.18
550,203,759,935,5.04,27.81,8.93,5.04
550,203,759,935,5.1,27.47,8.79,5.1
550,203,759,935,5.1,27.47,8.79,5.1
550,203,759,935,4.96,28.38,9.17,4.96
550,203,759,935,3.74,30.12,7.42,3.74
593,200,903,941,3.86,29.17,7.09,3.86
593,200,903,941,3.86,29.17,7.09,3.86
594,201,903,941,3.81,29.53,7.21,3.81
594,201,903,941,3.86,29.17,7.09,3.86
594,201,903,941,3.94,28.63,6.9,3.94
594,201,903,941,3.94,28.63,6.9,3.94
594,201,903,941,3.86,29.17,7.09,3.86
594,201,903,941,3.94,28.63,6.9,3.94
592,200,909,941,3.86,29.17,7.09,3.86
592,201,909,941,3.99,28.25,6.77,3.99
593,201,909,941,3.86,29.17,7.09,3.86
592,200,909,941,3.96,28.46,6.84,3.96
592,200,909,941,3.45,32.92,8.43,3.45
592,200,909,941,3.07,31.17,10.52,3.07
592,200,909,941,2.63,29.16,16.09,2.63
947,177,386,961,2.48,29.52,16,1.44
947,177,386,961,2.39,29.07,15.73,1.36
947,177,386,961,2.48,29.52,16,1.44
947,177,387,961,2.44,29.35,15.9,1.41
947,177,387,961,2.48,29.52,16,1.44
947,178,387,962,2.48,29.52,16,1.44
947,177,387,961,2.45,29.39,15.92,1.42
947,177,387,961,2.42,29.22,15.82,1.39
947,177,387,961,2.45,28.35,15.92,2.45
947,177,387,961,2.42,28.19,15.82,2.42
947,177,387,961,2.41,27.13,15.8,3.44
947,184,367,945,2.45,27.31,15.92,3.49
947,181,367,945,2.36,26.92,15.67,3.39
947,181,367,945,2.44,27.28,15.9,3.48
947,181,367,945,2.38,26.98,15.7,3.4
947,181,367,945,2.39,27.02,15.73,3.41
947,181,367,945,2.39,25.99,15.73,4.44
947,183,367,940,2.36,25.9,15.67,4.41
947,183,367,940,2.39,25.99,15.73,4.44
947,183,367,940,2.39,26.03,15.75,4.45
947,183,367,940,2.32,25.71,15.54,4.35
947,183,367,940,2.39,25.99,15.73,4.44
947,183,367,940,2.43,27.2,15.85,3.46
947,183,367,940,2.36,27.95,15.67,2.36
947,183,367,940,2.42,29.22,15.82,1.39
948,177,379,961,2.42,29.22,15.82,1.39
948,177,379,962,2.42,29.22,15.82,1.39
948,177,379,961,2.42,29.22,15.82,1.39
948,177,379,961,2.45,29.39,15.92,1.42
948,178,380,962,2.34,27.82,15.59,2.34
948,178,380,962,2.34,26.8,15.59,3.36
948,178,380,962,2.34,26.8,15.59,3.36
948,178,380,962,2.39,26.03,15.75,4.45
947,184,366,940,2.34,25.78,15.59,4.37
947,183,366,940,2.39,26.03,15.75,4.45
948,184,366,940,2.34,25.78,15.59,4.37
947,184,366,940,2.34,25.82,15.61,4.39
947,184,366,940,2.27,27.53,15.4,2.27
947,184,366,940,2.39,25.75,15.75,2.39
947,184,366,940,2.44,22.75,15.88,2.44
949,192,388,954,2.44,22.75,15.88,2.44
949,192,388,954,2.44,22.75,15.88,2.44
949,192,389,954,2.44,22.43,15.9,2.44
949,192,388,954,2.4,25.3,15.76,2.4
948,192,388,954,2.4,25.3,15.76,2.4
949,192,388,954,2.4,25.3,15.76,2.4
949,191,388,954,2.44,22.75,15.88,2.44
949,192,388,954,2.44,22.75,15.88,2.44
949,192,388,954,2.48,20.6,16.01,2.48
949,192,388,954,2.49,20.37,16.02,2.49
949,194,377,951,2.44,22.75,15.88,2.44
949,194,377,951,2.48,20.6,16.01,2.48
949,194,377,951,2.44,22.75,15.88,2.44
950,194,377,950,2.64,15.78,16.47,2.64
949,194,377,951,2.93,11.75,17.27,2.93
949,194,377,951,3.11,10.2,17.81,3.11
949,194,377,951,3.01,10.94,17.53,3.01
945,189,327,948,3.2,9.64,18.06,3.2
945,189,327,948,3.1,10.33,17.76,3.1
945,189,327,948,3.11,10.2,17.81,3.11
945,189,327,948,3.21,9.59,18.09,3.21
945,189,327,948,3.11,10.26,17.79,3.11
945,189,327,948,3.21,9.59,18.09,3.21
945,189,327,948,3.19,9.71,18.03,3.19
946,189,327,948,3.1,10.33,17.76,3.1
945,189,327,948,3.11,10.26,17.79,3.11
945,189,327,948,3.19,9.71,18.03,3.19
946,189,327,948,3.11,10.26,17.79,3.11
946,189,327,948,3.19,9.71,18.03,3.19
946,189,327,948,3.11,10.26,17.79,3.11
946,189,327,948,3.1,10.33,17.76,3.1
945,189,327,948,3.11,10.26,17.79,3.11
945,189,327,948,3.1,10.33,17.76,3.1
945,189,327,948,3.2,9.64,18.06,3.2
945,189,327,948,3.2,9.64,18.06,3.2
945,189,327,948,3.01,10.94,17.53,3.01
945,189,327,948,3.01,10.94,17.53,3.01
945,189,327,948,2.71,14.53,16.66,2.71
947,193,362,951,2.78,13.49,16.85,2.78
947,193,362,951,2.71,14.53,16.66,2.71
948,193,362,951,2.71,14.53,16.66,2.71
947,193,363,951,2.71,14.53,16.66,2.71
948,194,363,951,2.71,14.53,16.66,2.71
948,194,363,951,2.78,13.49,16.85,2.78
948,194,362,951,2.78,13.49,16.85,2.78
948,194,363,951,2.71,14.53,16.66,2.71
948,194,363,951,2.78,13.49,16.85,2.78
948,194,344,948,2.78,13.49,16.85,2.78
