IR0_meas,IR1_meas,IR2_meas,IR3_meas,IR0_cam,IR1_cam,IR2_cam,IR3_cam
200,946,941,196,18.37,1.82,1.82,9.41
200,946,941,196,18.37,1.82,1.82,9.41
200,946,941,196,18.63,1.89,1.89,8.74
200,946,941,196,18.61,1.89,1.89,8.79
198,946,940,203,18.61,1.89,1.89,8.79
198,946,940,203,18.37,1.82,1.82,9.41
198,946,940,203,18.61,1.89,1.89,8.79
198,946,940,203,18.61,1.89,1.89,8.79
198,946,940,203,18.61,1.89,1.89,8.79
198,946,940,203,18.89,1.97,1.97,8.17
198,946,940,203,18.61,1.89,1.89,8.79
197,946,940,206,18.61,1.89,1.89,8.79
197,946,941,207,18.61,1.89,1.89,8.79
197,946,940,207,18.61,1.89,1.89,8.79
197,946,940,207,18.38,1.82,1.82,9.38
197,946,940,207,18.87,1.96,1.96,8.21
197,946,940,207,28.43,16.35,1.24,1.24
197,946,940,207,18.63,1.89,1.89,8.74
197,946,940,208,18.64,1.9,1.9,8.69
196,946,940,208,18.61,1.89,1.89,8.79
196,946,940,208,18.87,1.96,1.96,8.21
196,946,940,208,18.87,1.96,1.96,8.21
196,946,940,207,18.87,1.96,1.96,8.21
197,946,940,208,18.63,1.89,1.89,8.74
196,946,940,208,18.61,1.89,1.89,8.79
196,946,940,208,18.89,1.97,1.97,8.17
196,946,940,208,18.61,1.89,1.89,8.79
197,946,940,208,18.61,1.89,1.89,8.79
196,946,940,208,18.61,1.89,1.89,8.79
197,946,941,208,18.89,1.97,1.97,8.17
196,946,940,208,18.61,1.89,1.89,8.79
196,946,940,208,18.63,1.89,1.89,8.74
196,946,940,208,18.63,1.89,1.89,8.74
195,946,940,210,18.63,1.89,1.89,8.74
196,946,940,210,18.59,1.88,1.88,8.82
196,946,940,210,18.89,1.97,1.97,8.17
196,946,940,210,18.89,1.97,1.97,8.17
196,946,941,210,18.89,1.97,1.97,8.17
196,946,941,210,18.89,1.97,1.97,8.17
196,946,941,210,18.89,1.97,1.97,8.17
196,946,941,210,18.89,1.97,1.97,8.17
195,946,940,212,18.89,1.97,1.97,8.17
195,946,940,212,18.89,1.97,1.97,8.17
195,946,940,212,18.87,1.96,1.96,8.21
195,946,940,212,18.61,1.89,1.89,8.79
195,946,940,212,18.89,1.97,1.97,8.17
195,946,940,212,18.63,1.89,1.89,8.74
195,946,940,212,18.89,1.97,1.97,8.17
195,946,940,212,18.87,1.96,1.96,8.21
195,946,940,213,18.87,1.96,1.96,8.21
195,946,940,213,18.89,1.97,1.97,8.17
195,946,940,213,18.61,1.89,1.89,8.79
195,946,940,213,18.87,1.96,1.96,8.21
195,946,940,213,18.89,1.97,1.97,8.17
195,946,940,213,18.87,1.96,1.96,8.21
195,946,940,213,18.87,1.96,1.96,8.21
195,946,940,213,18.63,1.89,1.89,8.74
195,946,940,213,18.38,1.82,1.82,9.38
195,946,940,213,18.38,1.82,1.82,9.38
195,946,940,213,18.14,1.75,1.75,10.1
204,946,941,180,18.14,1.75,1.75,10.1
204,946,941,180,18.14,1.75,1.75,10.1
204,946,941,180,17.93,1.69,1.69,10.88
204,947,941,180,18.14,1.75,1.75,10.1
204,947,941,180,17.55,1.59,1.59,12.74
204,947,941,180,17.93,1.69,1.69,10.88
204,947,941,180,17.73,1.64,1.64,11.77
206,947,941,173,17.73,1.64,1.64,11.77
207,947,941,173,17.93,1.69,1.69,10.88
207,947,941,173,17.93,1.69,1.69,10.88
206,947,941,173,17.54,1.58,1.58,12.79
207,947,941,173,17.93,1.69,1.69,10.88
207,947,941,173,17.73,1.64,1.64,11.77
207,947,941,173,17.93,1.69,1.69,10.88
206,946,941,173,17.73,1.64,1.64,11.77
206,947,941,173,17.73,1.64,1.64,11.77
207,947,941,173,17.93,1.69,1.69,10.88
207,947,941,173,17.93,1.69,1.69,10.88
207,947,941,173,17.93,1.69,1.69,10.88
207,947,941,173,17.73,0.56,1.64,11.77
207,947,941,173,16.85,0.61,2.78,13.49
207,947,941,173,16.66,0.56,2.71,14.53
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.85,0.61,2.78,13.49
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.48,0.52,2.65,15.66
216,951,940,168,16.66,0.56,2.71,14.53
216,951,940,168,16.66,0.57,2.71,14.5
216,951,940,168,16.48,0.52,2.65,15.66
216,951,940,168,16.48,0.52,2.65,15.66
216,951,940,168,16.85,0.61,2.78,13.49
216,951,940,168,16.29,1.22,1.22,28.34
216,951,940,168,16.23,1.21,1.21,28.25
216,951,940,168,16.21,1.2,1.2,28.22
216,951,940,168,16.2,1.2,1.2,28.2
219,945,946,166,16.2,1.2,1.2,28.2
219,945,946,166,16.2,1.2,1.2,28.2
219,945,946,166,16.2,1.2,1.2,28.2
219,946,946,166,16.2,2.2,1.2,27.2
219,946,946,166,16.2,1.2,1.2,28.2
219,946,946,166,16.21,1.2,1.2,28.21
219,946,946,166,16.21,1.2,1.2,28.22
219,946,946,166,16.21,1.2,1.2,28.21
219,945,946,166,16.2,1.2,1.2,28.2
219,945,946,166,16.2,2.2,1.2,27.2
219,945,946,166,16.21,1.2,1.2,28.21
219,945,946,166,16.45,2.28,1.27,27.58
219,945,946,166,16.54,2.31,1.3,27.72
219,945,946,166,16.61,2.34,1.32,26.11
210,943,946,175,16.45,2.28,1.27,27.58
210,943,946,175,16.59,2.33,1.31,26.85
210,943,946,175,16.7,2.37,1.34,23.1
211,944,947,175,16.45,2.28,1.27,27.58
210,943,946,175,16.45,2.28,1.27,27.58
210,943,946,175,16.52,2.31,1.29,27.69
210,943,946,175,16.52,2.31,1.29,27.69
210,943,946,175,16.52,2.31,1.29,27.69
210,943,946,175,16.52,2.31,1.29,27.69
210,943,946,175,16.62,1.32,1.32,25.5
210,943,946,175,15.59,1.32,2.34,28.84
210,943,946,175,15.59,0.3,2.34,29.86
236,956,941,164,15.68,0.32,2.37,27.75
236,957,941,164,15.51,0.28,2.31,29.72
237,956,941,164,15.59,0.3,2.34,29.86
237,956,941,164,15.57,0.29,2.33,29.83
237,956,941,164,15.51,0.28,2.31,29.72
238,957,941,163,15.49,0.27,2.3,29.69
238,957,941,163,15.6,0.3,2.34,29.89
238,957,941,164,15.59,0.3,2.34,29.86
238,957,941,163,15.7,0.32,2.37,27.23
238,957,941,163,16.66,1.64,2.71,14.53
238,957,941,163,19.47,2.13,2.13,7.17
238,957,941,163,19.14,2.04,2.04,7.7
238,957,941,163,19.74,2.21,2.21,6.8
238,957,941,163,19.43,2.12,2.12,7.23
181,943,939,270,19.47,2.13,2.13,7.17
181,943,939,270,19.17,2.05,2.05,7.64
181,943,939,270,19.14,2.04,2.04,7.7
181,943,939,270,19.52,2.15,2.15,7.1
181,943,939,270,19.17,2.05,2.05,7.64
181,943,939,270,19.43,2.12,2.12,7.23
181,943,939,270,19.43,2.12,2.12,7.23
181,943,939,269,19.43,2.12,2.12,7.23
181,943,939,270,19.47,2.13,2.13,7.17
181,943,939,270,19.43,2.12,2.12,7.23
181,944,940,270,18.61,1.89,1.89,8.79
181,944,940,270,18.36,1.82,1.82,9.43
181,944,940,270,18.37,1.82,1.82,9.41
181,944,940,270,18.14,1.75,1.75,10.1
197,945,941,189,17.93,1.69,1.69,10.88
198,945,942,189,17.93,1.69,1.69,10.88
198,945,942,189,18.14,1.75,1.75,10.1
197,945,941,189,17.93,1.69,1.69,10.88
197,944,941,189,18.14,1.75,1.75,10.1
197,945,941,189,18.14,1.75,1.75,10.1
198,945,941,189,18.14,1.75,1.75,10.1
198,945,941,189,18.15,1.76,1.76,10.09
198,945,941,189,18.14,1.75,1.75,10.1
198,945,941,189,18.14,1.75,1.75,10.1
198,945,941,189,18.37,1.82,1.82,9.41
195,944,941,194,18.14,1.75,1.75,10.1
196,944,941,194,18.14,1.75,1.75,10.12
196,944,941,194,18.36,1.82,1.82,9.43
196,944,941,194,18.14,1.75,1.75,10.1
196,944,941,194,18.14,1.75,1.75,10.1
196,944,941,194,17.05,1.75,2.85,12.58
209,947,939,179,16.85,0.61,2.78,13.49
209,947,939,179,17.04,0.66,2.85,12.61
209,948,939,179,16.85,0.61,2.78,13.49
209,948,939,179,17.05,0.66,2.85,12.58
209,947,939,179,16.85,0.61,2.78,13.49
209,947,939,179,17.05,0.66,2.85,12.58
209,947,939,179,16.66,0.56,2.71,14.53
215,950,939,172,17.05,0.66,2.85,12.58
215,950,939,172,16.85,0.61,2.78,13.49
215,950,939,172,17.05,0.66,2.85,12.58
215,950,939,172,16.85,0.61,2.78,13.49
215,950,939,172,17.05,0.66,2.85,12.57
215,950,939,172,18.14,1.75,1.75,10.1
215,950,939,172,17.93,1.69,1.69,10.88
215,950,939,172,17.93,1.69,1.69,10.88
196,944,941,192,17.93,1.69,1.69,10.88
196,944,941,192,18.14,1.75,1.75,10.1
196,944,941,192,17.93,1.69,1.69,10.88
196,944,941,192,18.14,1.75,1.75,10.12
196,944,941,131,17.93,1.69,1.69,10.88
196,944,941,131,17.55,1.59,1.59,12.74
196,944,941,131,17.39,1.54,1.54,13.77
196,944,941,131,17.08,1.45,1.45,16.58
206,945,943,169,17.22,1.49,1.49,15.13
207,945,943,169,17.09,1.45,1.45,16.43
207,945,943,169,17.06,1.45,1.45,16.77
207,945,943,169,17.22,1.49,1.49,15.13
207,945,943,169,17.06,1.45,1.45,16.77
207,945,944,170,17.22,1.49,1.49,15.13
207,946,944,170,17.06,1.45,1.45,16.77
207,945,943,170,17.08,1.45,1.45,16.58
207,945,943,170,17.08,1.45,1.45,16.58
207,945,943,170,17.22,1.49,1.49,15.13
207,945,943,170,17.08,1.45,1.45,16.58
207,946,944,170,17.22,1.49,1.49,15.13
207,946,944,170,17.22,1.49,1.49,15.13
207,946,944,170,16.17,0.44,2.54,18.45
207,946,944,170,16.02,0.41,2.49,20.37
223,953,940,164,16.04,0.41,2.49,20.15
224,953,940,164,16.17,0.44,2.54,18.45
224,953,940,164,16.17,0.44,2.54,18.45
224,953,940,164,16.17,0.44,2.54,18.45
224,953,940,164,16.2,1.2,1.2,28.2
224,953,940,164,17,3.51,1.43,27.38
224,953,940,164,12.49,5.74,2.23,30.34
386,935,898,178,9.39,3.72,3.66,25
389,936,902,178,9.68,3.89,3.49,25.62
390,936,904,179,9.39,3.72,3.66,25
391,936,904,179,9.28,3.65,3.72,24.77
391,936,904,178,9.05,2.75,5.07,21.64
389,936,903,179,7.63,3.48,23.16,14.87
389,936,903,179,8.21,4.21,21.22,13.22
389,936,903,179,9.02,6.89,22.84,12.21
285,558,248,293,9.18,7.03,23.16,12.41
285,558,248,293,9.36,7.18,23.52,12.63
285,558,248,293,9.1,6.96,23,12.31
285,559,249,293,9.18,7.03,23.17,12.41
285,559,249,293,9.18,7.03,23.17,12.41
285,559,249,293,9.11,6.97,23.01,12.32
285,559,249,293,9.36,7.18,23.52,12.63
285,559,249,293,8.95,7.89,22.7,11.07
285,559,249,293,8.2,8.2,21.2,9.2
285,559,249,293,9.99,11.05,21.62,7.88
285,559,249,293,13.2,14.4,24,8.4
262,268,249,404,11.14,17.3,18.39,10.4
262,268,249,405,11.36,17.05,18.7,10.22
262,268,249,405,11.14,17.3,18.39,10.4
262,268,249,405,11.49,16.89,18.9,10.11
262,268,249,404,7.65,16.36,16.36,12
262,268,249,404,5.49,14.75,12.69,15.78
262,268,249,404,5.21,15.22,12.22,14.22
663,279,462,312,6.82,17.38,12.1,14.21
666,281,460,311,6.91,17.55,12.23,14.36
666,280,460,312,6.91,17.56,12.24,14.37
666,281,461,312,6.82,17.39,12.11,14.22
667,281,462,312,6.91,17.56,12.23,14.36
667,281,462,312,5.77,17.39,13.16,14.22
667,281,462,312,5.76,16.32,13.15,15.27
667,281,462,312,5.77,16.33,13.16,15.28
667,281,462,312,5.68,16.16,13.02,15.11
837,312,424,284,5.76,16.32,13.15,15.27
837,312,424,284,5.76,16.32,13.15,15.27
837,312,424,284,5.76,16.32,13.15,15.27
838,312,424,284,5.22,16.24,12.23,13.24
838,312,424,284,6.63,19.1,11.83,11.83
838,312,424,284,7.83,22.75,13.57,12.42
838,312,424,284,10.24,17.96,12.6,8.59
198,259,431,455,10.94,17.21,12.03,8.15
198,259,431,455,10.94,17.21,12.03,8.15
199,260,431,456,10.7,17.45,12.22,8.29
198,259,431,456,10.58,17.58,12.31,8.36
198,259,431,456,10.24,17.96,12.6,8.59
198,259,431,456,8.83,19.16,11.18,7.18
198,259,431,456,8.45,19.73,10.19,7.46
265,232,485,588,9.04,18.89,9.68,7.05
265,232,485,588,8.74,19.3,9.93,7.25
265,233,486,589,8.83,19.16,9.84,7.18
265,233,485,588,9.04,18.89,9.68,7.05
265,233,486,589,8.74,19.3,9.93,7.25
265,233,486,589,7.23,20.64,8.59,5.91
304,224,574,695,7.32,20.49,8.51,5.85
304,224,574,694,7.32,20.49,8.51,5.85
304,224,574,695,7.23,20.64,8.59,5.91
304,224,574,695,7.6,20.07,8.29,5.67
304,224,574,695,13.49,16.85,3.86,2.78
304,224,574,695,27.39,16.32,2.24,1.24
304,224,574,695,27.28,17.25,2.22,0.21
304,224,574,695,27.35,17.31,2.23,0.22
122,278,939,955,27.28,17.25,2.22,0.21
122,278,939,955,27.35,17.31,2.23,0.22
122,279,939,955,27.3,17.27,2.22,0.22
122,279,939,955,27.35,16.3,2.23,1.23
122,279,939,955,27.33,16.28,2.23,1.22
122,279,939,955,27.3,15.26,2.22,2.22
122,279,939,955,26.63,15.48,3.31,2.3
124,319,937,943,26.3,14.26,3.23,3.23
124,319,937,943,26.35,14.29,3.24,3.24
124,319,937,943,26.41,14.33,3.25,3.25
124,320,937,943,26.41,14.33,3.25,3.25
124,320,937,943,29.84,13.49,2.78,1.69
124,320,937,943,33.43,8,3.56,1.17
124,320,937,943,32.36,9.7,4.26,1.19
122,576,932,945,32.65,9.46,4.11,1.24
122,576,932,945,33.14,8.23,3.5,1.13
122,577,932,945,33.03,8.33,3.47,1.11
122,577,933,945,32.65,9.46,4.11,1.24
122,577,933,945,32.36,9.7,4.26,1.19
122,577,932,945,33.1,9.11,3.89,1.31
122,577,932,945,32.93,9.23,3.97,1.29
122,577,932,945,32.65,9.46,4.11,1.24
123,596,933,944,33.43,8,3.56,1.17
123,596,933,944,32.86,8.9,3.76,1.36
123,596,933,944,33.1,9.11,3.89,1.31
123,598,933,945,33.21,7.29,3.78,1.33
123,598,933,945,33.86,7.67,3.66,1.24
123,598,933,945,33.1,9.11,3.89,1.31
123,598,933,945,32.81,9.33,4.03,1.27
123,598,933,945,33.09,8.98,3.81,1.34
123,605,933,943,33.86,7.67,3.66,1.24
124,605,933,943,31.97,8.57,3.56,1.44
124,605,933,943,32.51,8.77,3.68,1.39
124,605,933,943,33.86,7.67,3.66,1.24
124,605,933,943,33.79,7.48,3.72,1.29
124,605,933,943,32.86,8.9,3.76,1.36
124,605,933,943,33.1,9.11,3.89,1.31
124,605,933,943,33.1,9.11,3.89,1.31
124,608,933,943,33.79,7.48,3.72,1.29
124,609,933,944,32.51,8.77,3.68,1.39
124,609,933,943,30.32,7.97,3.18,1.61
124,609,933,943,33.21,7.29,3.78,1.33
124,609,933,943,31.97,8.57,3.56,1.44
124,609,933,943,33.56,7.89,3.59,1.19
123,609,933,943,33.56,7.89,3.59,1.19
124,610,933,943,33.3,8.1,3.53,1.15
124,610,933,943,32.81,9.33,4.03,1.27
124,610,932,943,32.51,8.77,3.68,1.39
123,611,933,943,34.02,7.56,3.69,1.27
123,611,933,943,32.04,7.48,3.72,2.5
125,638,934,923,31.15,7.18,3.82,2.59
126,638,934,923,31.15,7.18,3.82,2.59
126,639,934,924,32.62,7.67,3.66,2.45
126,639,934,924,33.27,7.89,3.59,2.39
126,639,934,924,31.46,7.89,3.59,3.59
126,639,934,924,32.75,8.58,3.41,3.41
125,638,930,802,32.7,8.33,3.47,3.47
125,638,930,802,32.43,8.23,3.5,3.5
125,638,930,802,31.76,8,3.56,3.56
125,638,930,802,32.13,8.12,3.53,3.53
119,531,935,942,32.48,8.84,3.36,2.19
119,531,935,942,32.75,8.58,3.41,1.07
119,531,935,942,31.96,10.09,4.51,1.13
119,531,935,942,31.68,10.38,4.61,1.08
117,506,934,950,32.48,8.84,3.36,1.03
117,506,934,951,32.75,8.58,3.41,1.07
117,506,934,950,32.48,8.84,3.36,1.03
117,506,934,950,33.14,8.23,3.5,1.13
117,506,934,950,33.43,8,3.56,1.17
117,506,934,950,33.86,7.67,3.66,1.24
117,506,934,950,33.44,7.37,3.76,1.31
123,613,933,944,34.02,7.56,3.69,1.27
123,613,933,944,33.44,7.37,3.76,1.31
123,613,933,944,33.79,7.48,3.72,1.29
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,32.51,7.07,3.68,1.39
123,614,933,944,33.44,7.37,3.76,1.31
123,613,933,944,32.51,8.77,3.68,1.39
123,613,933,944,34.02,7.56,3.69,1.27
123,614,933,944,33.09,8.98,3.81,1.34
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,34.02,7.56,3.69,1.27
123,613,933,944,33.14,8.23,3.5,1.13
123,614,933,944,32.51,8.77,3.68,1.39
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,32.51,8.77,3.68,1.39
123,614,933,944,33.44,7.37,3.76,1.31
123,614,933,944,32.86,7.18,3.76,1.36
123,614,933,944,33.44,7.37,3.76,1.31
122,604,933,944,33.14,8.23,3.5,1.13
122,604,933,944,33.1,9.11,3.89,1.31
123,605,933,944,33.44,7.37,3.76,1.31
122,605,933,944,33.56,7.89,3.59,1.19
123,605,933,944,33.79,7.48,3.72,1.29
123,605,933,944,32.62,7.67,3.66,2.45
123,625,934,925,33.27,7.89,3.59,2.39
124,626,934,925,31.7,7.37,3.76,2.54
124,626,934,925,33.43,8,3.56,2.37
124,626,934,925,33.27,8.12,3.53,2.34
124,626,934,925,33.43,8,3.56,2.37
124,626,934,925,33.14,8.23,3.5,1.13
124,626,934,925,32.75,8.58,3.41,1.07
124,626,934,925,33.43,8,3.56,1.17
119,554,933,947,33.56,7.89,3.59,1.19
119,554,933,947,33.14,8.23,3.5,1.13
119,555,933,947,32.81,9.33,4.03,1.27
119,555,933,948,32.75,8.58,3.41,1.07
119,555,933,948,32.38,8.94,3.33,2.17
121,583,934,929,32.48,8.84,3.36,2.19
121,583,933,928,33.27,7.89,3.59,2.39
121,583,933,928,33.03,8.33,3.47,2.29
121,583,933,928,33.03,8.33,3.47,2.29
121,583,933,928,31.46,7.89,3.59,3.59
121,583,933,929,31.87,9.54,3.22,3.22
122,584,931,836,32.48,8.84,3.36,3.36
122,585,931,834,32.86,8.48,3.44,3.44
122,585,931,835,32.86,8.48,3.44,3.44
122,585,931,835,32.43,8.23,3.5,3.5
122,585,931,835,31.52,8.58,3.41,4.59
122,585,931,835,32.22,6.89,2.19,4.52
122,585,931,835,29.61,6.67,2.24,5.76
131,668,933,526,29.61,6.67,2.24,5.76
131,669,933,526,32.3,7.57,2.06,5.49
131,670,934,527,30.28,6.89,2.19,5.69
131,669,933,527,30.28,6.89,2.19,5.69
131,669,933,526,27.45,6.58,2.26,6.97
131,669,933,526,27.45,6.58,2.26,6.97
135,679,935,460,30.24,7.57,2.06,6.64
135,679,935,459,30.24,7.57,2.06,6.64
135,680,935,459,27.45,6.58,2.26,6.97
135,680,935,459,27.7,6.67,2.24,6.93
135,680,935,459,30.17,13.35,1.56,4.74
135,680,935,459,28.28,15.25,1.21,2.22
135,680,935,459,21.11,16.79,0.34,1.37
160,267,942,954,8.93,18.82,0.57,0.57
157,268,942,954,8.93,18.82,0.57,0.57
158,268,942,954,8.93,18.82,0.57,0.57
157,268,942,954,8.27,19.01,0.61,0.61
157,268,942,954,8.91,18.83,0.57,0.57
157,268,942,954,8.27,19.01,0.61,0.61
157,268,942,954,8.91,18.83,0.57,0.57
157,268,942,954,8.91,18.83,0.57,0.57
157,268,942,954,9.65,18.65,0.53,0.53
163,266,941,954,8.27,19.01,0.61,0.61
163,266,941,954,8.27,19.01,0.61,0.61
163,266,941,954,8.91,18.83,0.57,0.57
163,266,942,954,7.68,19.21,0.66,0.66
163,266,942,954,7.69,19.21,0.66,0.66
163,266,942,954,8.27,19.01,0.61,0.61
163,266,942,954,8.27,19.01,0.61,0.61
163,266,941,954,10.41,18.49,0.49,0.49
131,278,944,957,13.58,18.06,0.4,0.4
131,278,944,957,12.52,18.18,0.42,0.42
132,278,944,957,11.37,18.33,0.46,0.46
132,278,944,957,15.99,17.13,0.42,1.47
132,278,944,957,14.7,17.27,1.51,1.51
132,278,944,957,19.29,16.1,1.47,2.52
132,278,944,957,18.06,16.21,2.55,2.55
127,312,939,942,18.06,16.21,2.55,2.55
127,313,938,942,19.62,16.08,2.51,2.51
127,313,938,942,17.95,16.22,1.51,2.56
127,313,938,942,19.45,16.09,1.47,2.51
127,313,938,942,15.85,17.15,1.47,1.47
126,289,940,948,13.57,17.42,1.55,1.55
126,288,940,948,13.35,17.45,0.5,1.56
126,289,940,948,13.35,17.45,0.5,1.56
126,289,940,948,14.8,17.26,1.5,1.5
127,289,940,948,15.99,17.13,1.47,1.47
127,289,940,948,16.57,16.37,1.55,2.61
127,289,940,948,21.08,15.18,2.56,3.61
127,289,940,948,21.08,15.18,2.56,3.61
129,329,936,937,21.08,15.18,2.56,3.61
112,309,941,955,29.56,16.77,1.45,0.41
112,309,941,956,29.66,16.06,1.46,0.42
112,309,941,955,29.26,17.91,1.39,0.36
112,309,941,955,29.26,17.91,1.39,0.36
112,309,941,955,29.41,17.97,1.42,0.38
112,309,941,955,29.52,17.01,1.44,0.4
111,308,941,955,29.49,17.25,1.44,0.4
111,308,941,955,29.49,17.25,1.44,0.4
111,308,941,955,29.52,17.01,1.44,0.4
111,308,941,955,29.49,17.25,1.44,0.4
111,308,941,955,29.37,17.98,1.41,0.38
112,309,941,955,29.26,17.91,1.39,0.36
112,309,941,955,29.66,16.06,1.46,0.42
111,310,941,955,29.23,17.89,1.39,0.36
111,310,941,955,29.52,17.01,1.44,0.4
111,311,941,955,29.41,17.97,1.42,0.38
111,311,941,955,29.37,17.98,1.41,0.38
111,311,941,955,29.66,16.06,1.46,0.42
111,311,941,955,29.56,16.77,1.45,0.41
111,311,941,955,29.82,15.06,1.49,0.45
112,311,941,955,29.68,15.88,1.47,0.42
112,311,941,955,29.82,15.06,1.49,0.45
112,311,941,955,29.96,14.27,1.52,0.47
112,311,941,955,29.79,15.19,1.49,0.44
112,311,941,955,29.71,15.71,1.47,0.43
112,311,941,955,29.66,16.06,1.46,0.42
112,311,941,955,29.68,15.88,1.47,0.42
112,314,941,955,29.68,15.88,1.47,0.42
112,314,941,955,29.79,15.19,1.49,0.44
112,314,941,955,29.82,15.06,1.49,0.45
112,314,941,955,29.66,16.06,1.46,0.42
112,314,941,955,29.66,16.06,1.46,0.42
112,314,941,955,29.66,16.06,1.46,0.42
112,314,941,955,29.79,15.19,1.49,0.44
112,314,941,955,29.66,16.06,1.46,0.42
112,314,940,955,29.66,16.06,1.46,0.42
112,314,941,955,29.82,15.06,1.49,0.45
112,314,941,955,30.15,13.43,1.55,0.49
112,314,941,955,29.66,16.06,1.46,0.42
112,314,941,955,29.52,17.01,1.44,0.4
112,314,941,955,29.62,16.29,1.46,0.42
112,314,941,956,29.96,14.27,1.52,0.47
112,314,941,956,29.56,16.77,1.45,0.41
112,314,941,955,29.79,15.19,1.49,0.44
112,314,941,955,29.66,16.06,1.46,0.42
112,314,941,955,29.82,15.06,1.49,0.45
112,314,941,955,29.96,14.27,1.52,0.47
112,314,941,955,29.68,15.88,1.47,0.42
111,313,941,955,29.66,16.06,1.46,0.42
111,314,941,955,30.13,13.51,1.55,0.49
112,314,941,955,29.68,15.88,1.47,0.42
111,314,940,955,30.11,13.6,1.55,1.55
114,339,940,947,29.96,14.27,1.52,1.52
114,340,940,947,29.82,15.06,1.49,1.49
113,340,940,947,29.99,14.15,1.53,1.53
114,339,940,947,29.82,15.06,1.49,1.49
114,339,940,947,29.68,15.88,1.47,1.47
114,340,941,947,29.66,16.06,1.46,1.46
114,340,941,947,29.79,15.19,1.49,0.44
114,340,941,947,29.82,15.06,1.49,0.45
111,315,940,955,29.79,15.19,1.49,0.44
111,315,941,955,30.15,13.43,1.55,0.49
111,315,941,955,29.66,16.06,1.46,0.42
111,315,941,955,29.66,16.06,1.46,0.42
111,315,941,955,29.82,15.06,1.49,0.45
111,315,941,955,29.52,17.01,1.44,1.44
114,341,940,946,29.66,16.06,1.46,1.46
114,342,940,946,29.68,15.88,1.47,1.47
114,342,940,946,29.68,15.88,1.47,1.47
114,342,940,946,29.82,15.06,1.49,1.49
114,342,940,946,29.99,14.15,1.53,1.53
111,315,941,955,29.82,15.06,1.49,0.45
111,315,941,955,29.68,15.88,1.47,0.42
111,315,941,955,29.82,15.06,1.49,0.45
111,315,941,955,29.49,17.25,1.44,0.4
111,315,941,955,29.79,15.19,1.49,0.44
111,316,941,956,29.85,14.89,1.5,0.45
111,316,941,956,29.82,15.06,1.49,0.45
111,316,941,956,29.99,14.15,1.53,0.47
111,329,940,955,30.15,13.43,1.55,0.49
111,329,940,955,29.99,14.15,1.53,0.47
111,329,940,955,29.79,15.19,1.49,0.44
111,329,940,955,29.96,14.27,1.52,0.47
111,329,940,955,29.82,15.06,1.49,0.45
111,329,940,955,30.15,13.43,1.55,0.49
111,329,940,955,29.82,15.06,1.49,0.45
111,329,940,955,29.99,14.15,1.53,0.47
111,334,940,955,30.32,12.74,1.59,0.52
111,334,940,955,30.15,13.43,1.55,0.49
111,334,940,955,29.82,15.06,1.49,0.45
111,335,940,955,29.99,14.15,1.53,0.47
111,335,940,955,30.13,13.51,1.55,0.49
111,335,940,955,29.96,14.27,1.52,0.47
111,335,940,955,30.15,13.43,1.55,0.49
111,334,940,955,29.99,14.15,1.53,0.47
111,334,940,955,29.96,14.27,1.52,0.47
111,334,940,955,29.82,15.06,1.49,0.45
111,335,940,956,29.96,14.27,1.52,0.47
111,334,940,955,29.99,14.15,1.53,0.47
111,334,940,955,29.66,16.06,1.46,0.42
111,334,940,955,30.13,13.51,1.55,0.49
111,334,940,955,29.82,15.06,1.49,0.45
111,334,940,955,30.32,12.74,1.59,0.52
111,334,940,955,30.01,14.03,1.53,0.47
111,334,940,955,29.82,15.06,1.49,0.45
111,335,940,955,30.32,12.74,1.59,0.52
111,335,940,955,29.96,14.27,1.52,0.47
111,335,940,955,29.99,14.15,1.53,0.47
111,335,940,955,30.52,12.05,1.62,0.55
111,334,940,955,29.79,15.19,1.49,0.44
111,334,940,955,30.15,13.43,1.55,0.49
111,334,940,955,30.13,13.51,1.55,0.49
111,334,940,955,29.82,15.06,1.49,0.45
111,334,940,955,30.33,12.69,1.59,0.52
111,334,940,955,29.99,14.15,1.53,1.53
113,350,940,946,29.41,16.97,1.42,1.42
113,351,940,946,29.96,14.27,1.52,1.52
113,351,940,946,29.96,14.27,1.52,1.52
113,351,940,946,30.32,12.74,1.59,1.59
113,351,940,946,29.79,15.19,1.49,1.49
113,351,940,946,30.13,13.51,1.55,0.49
113,351,940,946,29.96,14.27,1.52,0.47
111,326,940,955,29.82,15.06,1.49,0.45
111,326,940,955,30.01,14.03,1.53,0.47
111,326,940,955,29.82,15.06,1.49,0.45
111,327,940,955,29.99,14.15,1.53,2.58
114,372,940,939,30.13,13.51,1.55,2.61
114,372,940,939,30.13,13.51,1.55,2.61
114,372,940,939,29.82,15.06,1.49,2.54
115,372,940,940,29.52,16,1.44,2.48
115,372,939,939,28.47,16.37,1.25,1.25
